label,content
__noproblem__,"嗯谢谢
"
__problem__,"底色不是要求白色么
"
__noproblem__,"一样谢谢学妹啦
"
__problem__,"请问女子防身术是教什么呀
"
__noproblem__,"就算是彩色的也这么黑/斜眼笑
"
__problem__,"这是啥
"
__noproblem__,"而，用非母语思考可以脱离一些母语带来的思维定势
"
__problem__,"查宿舍的时候宿舍没人的话会怎么样/小纠结
"
__noproblem__,"校园网打雀都费劲
"
__problem__," 有联系吗
"
__noproblem__,"（之后你会发现你的选择空间很有限
"
__problem__,"爆照
"
__noproblem__,"学长您请
"
__problem__,"嗯
"
__noproblem__,"可以参考一下去年的
"
__problem__,"今年可能会提前
"
__noproblem__,"这个还是去问体育馆的叔叔吧
"
__problem__,"你们现在有课吗
"
__noproblem__,"没
"
__problem__,"电子学籍注册后可以更改吗
"
__noproblem__,"咱们再来一次
"
__problem__,"如果是体育课呢/小纠结
"
__noproblem__,"一开始说的三周
"
__problem__," 那某些院7.1开始的暑期学校18级不是得到7.1当天开始选..
"
__noproblem__,"因为感觉在扭曲事实
"
__problem__,"南大是不是有街舞社什么的
"
__noproblem__,"也可以不買
"
__problem__,"为什么今年这么可怕
"
__noproblem__,"身份证后6位(没改过密码的话)
"
__problem__,"还需要预约吗
"
__noproblem__,"不知道今年会不会使用
"
__problem__,"耳机坏了的我听说肯定完了  现在听说是全部没出
"
__noproblem__,"如果今天过了还没有打电话给快递公司
"
__problem__,"学长们负责审核这个的有什么要求吗学生会成员吗还是什么的
"
__noproblem__,"建议不要留电话给新东方
"
__problem__,"不及格重修
"
__noproblem__,"。。。
"
__problem__,"请问各院系里的学生会招新大概什么时候
"
__noproblem__,"雪
"
__problem__,"请问学校里有没有熨衣服的地方啊
"
__noproblem__,"hh。。我的还真的是艺术类公选课。。。谢谢/拜托/拜托
"
__problem__,"在哪报道嘞
"
__noproblem__,"好的谢谢！
"
__problem__,"英语分层考试结果现在还没出来吗
"
__noproblem__,"没有视力
"
__problem__,"话说学校是大澡堂吗。
"
__noproblem__,"怕不怕
"
__problem__,"问谁呢
"
__noproblem__,"对了
"
__problem__,"看看陌生人配合怎样/斜眼笑
"
__noproblem__,"我今年6.7 6.8他们在空间怀念的时候我是一脸懵逼
"
__problem__,"不怎么办，跳过
"
__noproblem__,"不卖药
"
__problem__,"另外，试题比例大概怎么安排(判断，选择，填空)
"
__noproblem__,"命里无她也作罢
"
__problem__,"南通中学
"
__noproblem__,"/斜眼笑 （原则上要看用的是什么蓝牙标准）
"
__problem__,"不是用录取号登陆吗
"
__noproblem__,"大佬不仅是游戏大神，而且学习爱情两丰收
"
__problem__,"拔尖可以不考英语是吗
"
__noproblem__,"不选没学分。。
"
__problem__," gpa的排名
"
__noproblem__," 回来
"
__problem__,"我在想你爸到底是谁
"
__noproblem__,"都是蹭别人的
"
__problem__," 你们宿舍真不会跳闸吗
"
__noproblem__,"30不到
"
__problem__,"办理常住人口登记表借用手续的话下午是2点开始嘛
"
__noproblem__,"[CQ:emoji,id=127866]
"
__problem__,"亲爱的学长学姐，请问南大宿舍怎么样
"
__noproblem__,"大风车
"
__problem__,"都18的
"
__noproblem__,"他叫我提交文件的时候没有显示我的Excel文件
"
__problem__,"那个能把联网攻略的文件发一下吗。。。我找不到了
"
__noproblem__,"哎
"
__problem__,"比如我申请了某专业 但我这学期不选课 会有什么后果吗
"
__noproblem__,"周一是我们匡院和拔尖的物理实验吧
"
__problem__,"转院系难吗
"
__noproblem__," 我儿子买了256G
"
__problem__,"请问新生可以用校园wifi了吗
"
__noproblem__,"几号
"
__problem__,"开学两周内，公共课看教务处安排(一般第一周周末)，自己的课问院系教务员，别问我怎么知道的
"
__noproblem__,"下午4点群内问答活动敬请期待！
"
__problem__,"我就是买票的时候忘了已经用了几次了万一已经用完了4次 并且在网上买了学生票 能在车站补票吗
"
__noproblem__," 你的问题好像方向不太对/托腮
"
__problem__,"请问那个英语听说和读写等级是不是每个学期都会分一次
"
__noproblem__,"绝交了
"
__problem__,"请问有朱雪峰老师文明的冲突与世界秩序的重建的阅读经典qq群吗
"
__noproblem__,"反正我在新华书店和大众书局逛了n多圈没见到
"
__problem__,"请问 经济学原理的课对于社科的人友好吗我会认真学习这门课，但是也想知道一下是否门槛很高（瑟瑟发抖）
"
__noproblem__," 我错了，不要那么凶啦，主人
"
__problem__,"全国第三
"
__noproblem__,"兄弟
"
__problem__,"没有人知道在哪办吗
"
__noproblem__,"睡觉……
"
__problem__,"800米是不是每个学期都要考
"
__noproblem__,"（那铁定要查学生的了（
"
__problem__,"请问哪个是服务台
"
__noproblem__,"我学的寒假班
"
__problem__," 找體育部吧因為我同學是大二交換然後得補修體育，他就是得補選體育不能抽籤
"
__noproblem__,"点歌 西海情歌
"
__problem__,"必须穿长袖吗
"
__noproblem__,"gkd
"
__problem__,"现在手机卡不就是拿来开流量的吗
"
__noproblem__,"阿姨告诉我不行。。
"
__problem__,"请问买药在什么时间和什么地点可以买到
"
__noproblem__,"一些同学注意一下自己帮助别人的方式
"
__problem__,"那为啥QQ浏览器不行点进去是404
"
__noproblem__,"反正中国队赢
"
__problem__,"正在洗澡的同学怎么办……
"
__noproblem__,"我们专业用的话会不会有什么不方便的
"
__problem__,"工科不强，那为啥计科分那么高TAT
"
__noproblem__," 我们可以做朋友不
"
__problem__,"那咖啡会长胖吗
"
__noproblem__,"java是世界上最好的语言
"
__problem__,"食堂去的晚会不会没饭吃
"
__noproblem__,"挂号->到科室就诊->缴费->取药
"
__problem__,"钥匙直接在宿管阿姨那里取吗
"
__noproblem__,"妈呀
"
__problem__,"你们怎么
"
__noproblem__,"又是一年钓鱼季
"
__problem__,"口语占多少分
"
__noproblem__,"安排
"
__problem__,"二层次换成一层次微积分怎么算学分啊
"
__noproblem__,"居然扣钱了
"
__problem__,"亮点在哪里啊
"
__noproblem__,"有没有车车壬社团
"
__problem__,"区块链协会
"
__noproblem__,"懂了
"
__problem__,"暗恋对象
"
__noproblem__,"二楼一个楼梯拐角的地方有
"
__problem__,"八爷是hachi
"
__noproblem__,"校园网路由器要多少速率的
"
__problem__,"大学物理实验书要自己去买吗
"
__noproblem__,"开学啊
"
__problem__,"狼不是walk吗
"
__noproblem__,"就可以导入了
"
__problem__,"普朗克
"
__noproblem__,"应该。。。是不行的吧
"
__problem__,"如果一节体育课也没有选到会怎么样
"
__noproblem__,"有
"
__problem__," 你也选了吗有缘啊
"
__noproblem__,"如果是的话提前一两天应该也可以，先放车站学校之后会统一拿。
"
__problem__,"请问那个家庭及经济情况调查表要盖几个章啊
"
__noproblem__,"＝ai
"
__problem__,"苏苏是谁
"
__noproblem__,"tql[CQ:emoji,id=127770][CQ:emoji,id=127770]
"
__problem__,"但是我忘了在哪里了
"
__noproblem__,"我26集剧
"
__problem__,"请问，校医院可以验光吗
"
__noproblem__,"想看学长跳极净乐土
"
__problem__,"数理科学概论最后的问题给了吗
"
__noproblem__,"南大app显示的是到账了的/泪奔
"
__problem__,"都是南京大学的吗
"
__noproblem__,"太惨了
"
__problem__,"如果一身军训服想要洗，一晚上能干吗
"
__noproblem__,"/幽灵
"
__problem__,"对了  乒乓球桌在哪里啊
"
__noproblem__,"预报到的新生信息采集里有
"
__problem__,"密码不是录取号吗……
"
__noproblem__,"会分的
"
__problem__,"顺便问一下 二组团客厅也是水泥地吗
"
__noproblem__,"直接120
"
__problem__,"你们是在小群摇骰子吗
"
__noproblem__,"重要
"
__problem__,"吃了吗您
"
__noproblem__,"有没有知道的
"
__problem__,"一心一意搞科研
"
__noproblem__,"你不免修不免考，就强制退课了
"
__problem__,"你们是想被室友打吗
"
__noproblem__,"扣6啊
"
__problem__,"请问军训的腰带在哪里能买到啊
"
__noproblem__,"前几天去ktv还唱了【
"
__problem__,"然而我并不知道要怎么办。。。。
"
__noproblem__,"我七点看了没有/笑哭
"
__problem__,"急救
"
__noproblem__,"（假设啊）
"
__problem__,"这是二组团吗
"
__noproblem__,"就是个shabi
"
__problem__,"所以不用看书上题目，听下音频就行了是吗
"
__noproblem__,"明天打球呗
"
__problem__,"图书馆报告厅是在哪里呀
"
__noproblem__,"一大堆学长
"
__problem__,"请问在哪儿领取火车托运的行李
"
__noproblem__,"自己算吧
"
__problem__,"舍友聊夜话打桌游不好吗/幽灵
"
__noproblem__,"[CQ:emoji,id=128514][CQ:emoji,id=128514]
"
__problem__,"请问是两个时间段都要还是选一个
"
__noproblem__,"我们今天晚上也是这个讲座（本来是思修课）
"
__problem__,"问一下有同学知道物理实验重做在什么时间段吗/小纠结
"
__noproblem__,"登录了直接去imp.nju.edu.cn/imp 看
"
__problem__,"机器人
"
__noproblem__,"我们学校那个不喜欢北大的可以录取的专业去了人大
"
__problem__,"绚纱吗
"
__noproblem__,"榴莲可还行
"
__problem__,"  tan90
"
__noproblem__,"解签
"
__problem__," 老哥体育在哪里选啊
"
__noproblem__,"噗
"
__problem__,"为什么南大还会是大澡堂啊
"
__noproblem__,"不知道诶....
"
__problem__,"那学解几有用吗
"
__noproblem__,"有没有南大人工智能系的宣传视频呀
"
__problem__,"学校有音乐社吗
"
__noproblem__,"貌似17级是计科的两个男主持主持的校军训晚会吧
"
__problem__," 是不是要查录取通知[CQ:face,id=178][CQ:face,id=67]
"
__noproblem__,"奥
"
__problem__,"群主，还需要再咱们学校做什么吗
"
__noproblem__,"树多可还行哈哈哈
"
__problem__,"校园卡支持支付宝或微信充值吗
"
__noproblem__,"我校园卡一贴手机上，就显示开启个什么功能，然后可进行充值
"
__problem__,"我家还有一张无线网卡，不知道怎么用
"
__noproblem__,"好像有的
"
__problem__,"今年有迎新网吗
"
__noproblem__,"那当我没说过上面那句
"
__problem__,"咱们军训多长时间
"
__noproblem__,"又不是学术部
"
__problem__," 能发一下吗[CQ:emoji,id=128514]
"
__noproblem__,"要说买个小裙子我还能提供一些帮助……
"
__problem__,"军训期间收手机吗
"
__noproblem__,"/托腮
"
__problem__,"周一周五没课怎么办
"
__noproblem__,"公墓还行
"
__problem__,"请问图书馆有接水的地方吗/小纠结
"
__noproblem__,"好的 感谢
"
__problem__,"请问diy如果拿不到学分有补救机会吗分数低对保研出国评奖这些有影响吗
"
__noproblem__,"完了
"
__problem__," 食堂里有好吃的吗
"
__noproblem__,"  您抽到了第62签：深潭月，照镜影，一场空，安报信。
"
__problem__,"emmmmm，或许下学期改才会
"
__noproblem__,"有问题
"
__problem__,"哇，那怎么1栋不让进啊
"
__noproblem__,"不用哭 你们的实力都是没有任何问题哒
"
__problem__,"为什么不化简
"
__noproblem__," 部分专业
"
__problem__,"请问李俊老师的量子之谜有群么
"
__noproblem__,"洗澡精灵可以
"
__problem__,"汉子不行吗
"
__noproblem__,"但是不建议天天晚归吵阿姨睡觉的哈哈哈哈
"
__problem__,"需要看是否通过之类的吗
"
__noproblem__,"/doge/doge
"
__problem__,"这个群是不是进群要爆照
"
__noproblem__,"南京大学咋不找二本呢
"
__problem__,"想问一下南京市口腔医院当天挂普通号能挂到吗，在工作日线上预约我只看到专家号
"
__noproblem__,"Ta在2分钟前刚刚被交易过，正在恢复情绪中！
"
__problem__,"学校里的单车可以骑到外面吗/小纠结
"
__noproblem__,"不知道哎
"
__problem__,"我现在怎么变这么凶……
"
__noproblem__,"哇
"
__problem__,"跨大类开始选课还可以设置意向吗
"
__noproblem__,"你们都买的多大内存的，觉得够用
"
__problem__,"为啥刚入学就要考虑实习/笑哭
"
__noproblem__,"虽然没有单号但是招生老师说发了的
"
__problem__,"都是人工智能方向
"
__noproblem__,"800w以下
"
__problem__,"今天去朝花夕食，店员告诉我，我的校园卡被挂失了。可是昨晚洗澡都能用啊[CQ:emoji,id=128514]请问应该怎么解决呢
"
__noproblem__,"蜜汁马赛克
"
__problem__,"逸c应该在哪里呀！
"
__noproblem__,"谢谢
"
__problem__,"&#91;不知火舞&#93;:串场了
"
__noproblem__,"不愧是
"
__problem__,"各位宿舍人聚齐了吗
"
__noproblem__,"我的骄傲放纵
"
__problem__,"碎尸案不是在学校里发生的吧
"
__noproblem__,"对
"
__problem__,"请问一下南大app用户名和密码是什么啊，我试了很多个都登不上去啊
"
__noproblem__,"会，一天之后好像
"
__problem__,"问下校医院可以自己买药吗
"
__noproblem__,"填补一下比例空白/幽灵
"
__problem__,"为什么我的没有信息采集
"
__noproblem__,"好的 谢谢(づ ●─● )づ
"
__problem__,"诶，没选到体育课的需要体测吗
"
__noproblem__,"感觉不错
"
__problem__,"话说在哪个场
"
__noproblem__,"大家投了就行 不用刷OK啦   谢谢大家
"
__problem__,"阅兵是啥
"
__noproblem__,"好像有一门公选
"
__problem__,"噢噢菜单课是属于专业课吗
"
__noproblem__," 看来你十分想去/斜眼笑
"
__problem__,"请问多媒体机什么时候关
"
__noproblem__,"换电脑就上传成功了
"
__problem__,"连麦否
"
__noproblem__,"他说我没有wlan业务
"
__problem__,"直接搜名字吗
"
__noproblem__,"快人一步0.0
"
__problem__," 你说中国书画鉴赏吗
"
__noproblem__,"下午4点群活动！！！
"
__problem__,"你是什么垃圾
"
__noproblem__,"脑子就回来了
"
__problem__,"南大财务处在哪里呢
"
__noproblem__,"emmm
"
__problem__,"连上校园网以后打不开任何网页怎么办包括p.nju.edu.cn
"
__noproblem__,"中午一点左右吧 不过都残羹冷炙
"
__problem__,"哟，你又开始装嫩了吗/doge
"
__noproblem__,"/托腮
"
__problem__,"还有一个问题，南大这边联通营业厅在哪里
"
__noproblem__,"选课没有吧
"
__problem__,"为什么打不开，，，
"
__noproblem__,"兩天後還是沒有，圖書館後面網絡信息中心問問
"
__problem__,"体育课能不选吗
"
__noproblem__,"不会一个个地去纠粉丝
"
__problem__,"南大用骑吗
"
__noproblem__,"而且您去看看那玩意儿什么质量
"
__problem__,"这是我们学校吗
"
__noproblem__,"学姐你审美好怪啊
"
__problem__,"不会是今天吧
"
__noproblem__,"  
"
__problem__,"好像说是要本人拿
"
__noproblem__,"咦
"
__problem__,"通知书里没有吧
"
__noproblem__,"是的
"
__problem__,"凭录取通知书旅游门票可以打折是吗
"
__noproblem__,"[CQ:face,id=146]
"
__problem__,"你就知道王润川是谁了
"
__noproblem__,"组球队如果人数不足是可以去别的系拉外援的
"
__problem__,"是院系的志愿活动还是校青协的呀院系的话应该是本院青协录
"
__noproblem__,"[CQ:face,id=67]
"
__problem__,"18届不是应该在体检吗/斜眼笑
"
__noproblem__,"神仙吧
"
__problem__,"学生邮箱还登不进去的么
"
__noproblem__,"20号分的这个班级是行政班不是教学班，所以课可能也不一起上。
"
__problem__,"不留门是不是就进不去了
"
__noproblem__,"天哪→_→
"
__problem__,"大一上学期没有选到体育课  大三大四也很有可能没有空课来选体育该怎么办呀
"
__noproblem__,"道上光小狗看不见小猫呢
"
__problem__,"这是啥
"
__noproblem__,"/泪奔
"
__problem__,"请问逸夫几点关门
"
__noproblem__,"我们想认识学姐
"
__problem__,"字母输不进去怎么办
"
__noproblem__,"啊
"
__problem__,"求问班干还有学生登记表吗
"
__noproblem__,"群文件有高清地图哦
"
__problem__,"蛤
"
__noproblem__,"我们寝室经常去
"
__problem__,"我怎么觉得大学英语的课在分级考试以前就有显示了。。。
"
__noproblem__,"好处总是有的，但是你得到的和你付出的肯定有关系
"
__problem__,"为什么扒我马甲
"
__noproblem__,"谢谢/卖萌
"
__problem__,"话说，江苏为啥要弄总分480，那样同分的不得上千啊
"
__noproblem__,"条件哪里强了
"
__problem__," 出来教政治教你世界观和方法论
"
__noproblem__,"/扯一扯我错了
"
__problem__,"有同学想雅思托福团报吗
"
__noproblem__,"公众号能查了
"
__problem__,"这是啥
"
__noproblem__," 录取号十位。。。
"
__problem__,"如果经典阅读该选了其他的  书   在spoc上原来的那节课要退吗
"
__noproblem__," 签到成功！
"
__problem__,"你们的宿舍灯好开吗
"
__noproblem__,"我直接查这个只有教务员的联系电话和办公地点orz
"
__problem__,"厦门不好玩吗…
"
__noproblem__," 我以为你在说ai就是个很好的选择
"
__problem__,"买军训服的那个大活多功能厅是哪儿
"
__noproblem__,"那个家庭经济情况调查
"
__problem__," 是不是在暗示什么
"
__noproblem__,"官方群是哪个
"
__problem__,"请问大学里有没有除了英语之外的语言课
"
__noproblem__," 对，他其实是一个/笑哭就很迷幻
"
__problem__,"是啥
"
__noproblem__,"就快递代取的师傅就可以
"
__problem__,"装隔板是楼下澡堂还是楼上
"
__noproblem__," 登的谁的号就谁
"
__problem__,"其他托运可以吗
"
__noproblem__,"我中意跳跳棋
"
__problem__,"最后炼丹结果怎样啊
"
__noproblem__,"舞动青春是什么。。
"
__problem__,"仙林是不是很偏的
"
__noproblem__,"可以
"
__problem__,"怎么知道自己的学号呢
"
__noproblem__,"想发突然忘了qq账户的密码
"
__problem__,"请问一下学校招生办公室在哪儿~
"
__noproblem__,"那你说在南京大学里面有没有比较便宜的住所呢/幽灵
"
__problem__,"有必要一人一个吗/幽灵...
"
__noproblem__,"今天上午特地去笑了笑
"
__problem__,"你们要打吗
"
__noproblem__,"别裸
"
__problem__,"请问照片是8.10一整天都还可以上传吗
"
__noproblem__,"我是提前批进来的
"
__problem__,"找不到在哪里报道完了
"
__noproblem__,"我怕啦
"
__problem__," 你说如果送女孩，你是不是就要脱单了/斜眼笑
"
__noproblem__,"答可以。以挂号寄出就行。
"
__problem__,"南京大学有app吗
"
__noproblem__,"还有教超靠里面的角落
"
__problem__,"你不是在机器上挂失的吗，在那个界面解除挂失
"
__noproblem__,"在群里打广告
"
__problem__,"这是什么意思→_→
"
__noproblem__,"好像还有叫领地铁卡什么的
"
__problem__,"今天晚上有星星吗
"
__noproblem__,"打扰了
"
__problem__,"为什么要和自己过不去呢
"
__noproblem__,"/笑哭
"
__problem__,"问一下学长学姐，南大有入学考试吗
"
__noproblem__,"我想去观摩你们军训
"
__problem__,"想问一下电信的宽带怎么样 带宽最多有多少 价格如何（不是办手机卡送的那种
"
__noproblem__,"这个世界太疯狂
"
__problem__,"在哪..
"
__noproblem__,"
"
__problem__,"可能是因为我带了辣条
"
__noproblem__,"那还行
"
__problem__,"不能复制粘贴吗
"
__noproblem__,"不，有几个该被阿的/幽灵
"
__problem__,"是不是地铁站出去就是南门
"
__noproblem__,"校史馆
"
__problem__,"326一缺三吗hhh
"
__noproblem__,"什么考试。。
"
__problem__,"教超不能用吗
"
__noproblem__,"何况现在研发层面5g都还没搞好
"
__problem__,"↑收藏一下
"
__noproblem__,"校园网登录下载
"
__problem__,"问一下 南大在哪儿去寄信呢
"
__noproblem__,"我莫得鱼塘
"
__problem__,"不知道为什么这么多人
"
__noproblem__,"那个开头愣了几秒前几秒没语音会不会被判没说话啊
"
__problem__,"那没人能听懂你要怎么办
"
__noproblem__,"能骗一个是一个
"
__problem__," 坦诚相见了解一下
"
__noproblem__,"做南大一姐
"
__problem__,"你不是要买地板革吗
"
__noproblem__,"兵不血刃
"
__problem__,"这么悲惨吗
"
__noproblem__,"宿舍里没有，宿舍楼里有
"
__problem__,"调戏吗
"
__noproblem__,"南通大学好像也叫南大
"
__problem__,"第四题都错
"
__noproblem__,"我不知道
"
__problem__,"校史馆周末可以进去吗
"
__noproblem__,"买下 
"
__problem__,"345要填吗
"
__noproblem__," 我也是[CQ:face,id=14]
"
__problem__,"还能发小时候照片吗
"
__noproblem__,"2.08
"
__problem__,"全是蚊子吗
"
__noproblem__,"看你冻啥，如果冻药品的话，每个宿舍楼下都会有一个专门冷藏药物的小冰箱
"
__problem__,"有人知道，今晚的有关中美贸易摩擦的讲座在哪里几点嘛
"
__noproblem__,"有没有课程你看一下全校课程不就有了 
"
__problem__,"学生手册或许有
"
__noproblem__,"保射手推完一塔之后就去发育了
"
__problem__,"个人档案的转接是什么意思啊，要去自己办吗/幽灵
"
__noproblem__,"凌晨三点
"
__problem__,"如果到时候专业课选满了导致原来的方案变化了怎么办
"
__noproblem__,"（老学姐住六楼无电梯
"
__problem__,"明早吗
"
__noproblem__,"大理科才是匡院吧
"
__problem__,"我查聊天记录说菜鸟驿站可以放三天左右 但是刚刚短信让我今天五点前去拿 ……我明天再拿可以吗 会不会被退回（今天还在车上
"
__noproblem__,"不查
"
__problem__,"用校园网需要自己买网线吗
"
__noproblem__,"请大家准备好纸笔或者画图软件
"
__problem__,"为什么我们是26号
"
__noproblem__,"wrcnb
"
__problem__,"老师有的课程选不上怎么办
"
__noproblem__,"来万州
"
__problem__,"群文件群相册找一找
"
__noproblem__,"我爸也是
"
__problem__,"有人能告知要多少张1寸多少2寸吗
"
__noproblem__,"/斜眼笑
"
__problem__,"不过如果我拔尖计划考到别处了就可以转专业了
"
__noproblem__,"谢谢啦
"
__problem__,"p.nju.edu.cn为什么登陆不上啊
"
__noproblem__,"每周日下午2点在学校游泳馆泳协都会有活动，可以找教练教游泳或者自己玩~
"
__problem__,"校园网十一点开始断网吗/小纠结
"
__noproblem__," 啊，好的
"
__problem__,"为什么预览图被压缩了
"
__noproblem__,"还好两门通识都是2-12周。。
"
__problem__,"请问咱学校的修电脑的地方能给mac装双系统吗QAQ
"
__noproblem__,"身份证
"
__problem__,"断点
"
__noproblem__,"报道的时候有展台的
"
__problem__,"为什么我的录取通知书里没有小书签呢[CQ:face,id=5]
"
__noproblem__,"学长学姐不是复读机
"
__problem__,"换个浏览器试试
"
__noproblem__," 我提议辅导员老师
"
__problem__,"现在不应该基本8代i5了
"
__noproblem__,"红蝶小姐姐也很好玩
"
__problem__,"咱们学校有卖水彩的吗
"
__noproblem__,"好的谢谢
"
__problem__,"考研去那
"
__noproblem__,"居然不用碗
"
__problem__,"现在能取快递吗
"
__noproblem__,"哈哈哈
"
__problem__,"没问题吧六点还一波人
"
__noproblem__,"就算教务系统可以登分，老师也得过年叭。
"
__problem__,"我好奇为啥咱南大主打色是紫色
"
__noproblem__," 老胡，抱抱
"
__problem__,"请问没有大一申请新生贫困生认定，大二还可以申请吗
"
__noproblem__,"缺人
"
__problem__," 我怎么又看到一个姐妹！！
"
__noproblem__,"打够30次
"
__problem__,"1栋门口去看看
"
__noproblem__,"这就尴尬了
"
__problem__,"你真是学妹吗
"
__noproblem__,"感觉正版家庭或者学生就行了
"
__problem__,"有谁能帮我拍一下中国近代史纲要的封面吗谢谢啦
"
__noproblem__,"学长学弟也很好
"
__problem__,"汇报表演一天吗
"
__noproblem__,"/糊脸/糊脸/糊脸
"
__problem__,"真的不多吗
"
__noproblem__," 答：倒退
"
__problem__," 不如现在发一个/斜眼笑
"
__noproblem__,"我以前玩锤石都是我k头的
"
__problem__,"大学生辩论赛我们学校表现怎么样
"
__noproblem__,"改变自我
"
__problem__,"还是要打球吗/doge
"
__noproblem__,"这是工管院的课吧 认真学很容易
"
__problem__,"数理拔尖……还有这个
"
__noproblem__,"我翘了
"
__problem__,"也不知道是不是
"
__noproblem__,"学校里的不是贵的问题 是质量不行
"
__problem__,"请问一下六食堂的网红辣子鸡在哪个窗口啊/泪奔
"
__noproblem__,"开始派遣你的奴隶们出门打工啦！
"
__problem__,"学校里的自行车多吗
"
__noproblem__,"签到
"
__problem__,"请问网费充值的账户号是多少
"
__noproblem__,"我都不信画质比gta5好
"
__problem__," 我私聊你了没看到吗qnq
"
__noproblem__,"就尴尬了
"
__problem__,"管理在吗有新生要进啊，怎么拒绝了呀
"
__noproblem__,"联系体育部的老师或者网络中心。。。
"
__problem__,"请问学校手机维修的店子开到几点啊
"
__noproblem__,"  第&#91;110&#93;签 解签：不祥之兆，近时或有惊险之事，(可能应验於鼠年，鼠日或属鼠之人)，小心。
"
__problem__,"你充钱了
"
__noproblem__,"行李寄到南京南还是南京站
"
__problem__,"为什么只上一节课
"
__noproblem__,"emmmmm俄罗斯有个数分，听说好，我也不知道，我们用的是史老的/笑哭
"
__problem__,"你是说那个模块四吗
"
__noproblem__," 签到成功！
"
__problem__,"不过，怎么登陆呢
"
__noproblem__,"没事
"
__problem__,"国家助学金开学了才申请吗
"
__noproblem__,"emmm
"
__problem__,"一定要补办吗
"
__noproblem__,"二楼C区（进门右边）有打印机。
"
__problem__,"看看学友有没有我不是很确定但我记得在哪看到过
"
__noproblem__,"南京大学仙林校区可以不填，当然填了也没关系。
"
__problem__,"不可以下学期学大学物理吗
"
__noproblem__," 黑箱操作的，我们都不知道，结束后也不会公布成绩
"
__problem__,"有没有那个社团是负责邀请名人来校演讲的
"
__noproblem__,"南大穷，请大家牢记这一点
"
__problem__,"两个三人。。。加客厅
"
__noproblem__,"好的，蟹蟹～
"
__problem__,"我怎么记得是抗生素
"
__noproblem__,"感觉咱们好可怜
"
__problem__,"你们都这么爱动
"
__noproblem__,"衡中跟个小大学差不多其实
"
__problem__,"问一下学姐们，南大有独立卫生间吗
"
__noproblem__,"啧啧啧
"
__problem__,"因为他...没有记住密码的功能
"
__noproblem__,"不给调……
"
__problem__,"是这个吗
"
__noproblem__,"第一排好像没人坐
"
__problem__,"迎新网二次登录的账号是学号吗
"
__noproblem__,"都忘记了/笑哭
"
__problem__,"这是传说中的商业合作吗
"
__noproblem__,"算分数性质
"
__problem__," 什么叫干什么就是学习啊课程会不太一样的 之后接触科研可能会早一点
"
__noproblem__,"前辈可以率先做个亲身示范/斜眼笑
"
__problem__,"请问校园卡机在哪些地方啊
"
__noproblem__,"好看
"
__problem__,"问下如果自驾去南大报到，可以载一个小姐姐到车上指路吗/托脸
"
__noproblem__,"先加起
"
__problem__,"二进制
"
__noproblem__,"&#91;ok&#93;
"
__problem__,"毒為什麼還行
"
__noproblem__,"好的
"
__problem__,"校外的日语培训990元学费那个，说是有很多南大的学生，是不是骗子
"
__noproblem__,"小手办/斜眼笑
"
__problem__,"请问公选课是什么，需要选吗
"
__noproblem__,"寒假还看到过三代目
"
__problem__,"你要带着你的奴隶打你自己的奴隶有病吧你！
"
__noproblem__,"找到为止
"
__problem__,"说白了绝大多数人，直到大四，都不知道自己所学的是不是自己热爱的，真心愿意以之为事业的。绝大多数人都是顺着社会的“势”漂流决定了自己的一生。能发现自己真正适合，真正热爱的东西的人是少数，但也是幸福的。祝大家可以早日在南大发现自己的人生方向。
"
__noproblem__,"两米
"
__problem__,"请问有自己报名其他学校的暑期课程的学长学姐吗 求私戳
"
__noproblem__,"护士站有
"
__problem__,"怎么啦
"
__noproblem__,"在实用信息汇总里哦。:-D
"
__problem__,"学校调查一下行吗
"
__noproblem__,"什么调查表的邮件
"
__problem__,"请问核心课和平台课是必修的吗
"
__noproblem__,"69
"
__problem__,"有人收到通知书了吗
"
__noproblem__,"/斜眼笑
"
__problem__,"请问床帘买多高的呢，淘宝上有90cm，110cm和120cm的谢谢
"
__noproblem__,"这会不出成绩了吧
"
__problem__,"湖南要21号，是不是最慢的
"
__noproblem__,"好鸭
"
__problem__,"暗影精灵吗
"
__noproblem__,"如果需要这些特殊要求一般课程介绍甚至课程名称就会标注
"
__problem__,"请问登录学校财务处的账号和密码是什么呀
"
__noproblem__,"[CQ:emoji,id=128514][CQ:emoji,id=128514]
"
__problem__,"请问一下
"
__noproblem__," 
"
__problem__,"18社科的那个吗
"
__noproblem__,"南京大学猪年牛逼
"
__problem__,"发件人是我，收件人呢
"
__noproblem__,"别浪费时间
"
__problem__,"/幽灵请问南京有什么素食特产嘛
"
__noproblem__,"没有1080ti的笔记本/斜眼笑
"
__problem__,"18级这次选课之后还有选通识公选跨专业的机会吗
"
__noproblem__,"是的
"
__problem__,"是不是化学与生命科学都是专项进来哒
"
__noproblem__,"等你大了你也就成熟了×
"
__problem__,"是不是能去吃月饼
"
__noproblem__,"嗯 谢谢啦
"
__problem__,"那怎么吹头发
"
__noproblem__,"现在正在直播mate20发布会
"
__problem__,"有人知道吗
"
__noproblem__,"室外应该不行
"
__problem__,"那辅导员就是管杂事的吗/斜眼笑
"
__noproblem__,"我是说之前宿管根本不管这个 
"
__problem__,"怎么发定向红包呀
"
__noproblem__,"不要发大表情。。。
"
